"Date/Time (EDT)","Zone","Section","Row","Qty","Price"
"07-03-25 / 07:33 PM","Left Field Bleachers","182","12","2","28"
"07-03-25 / 07:28 PM","Field","117","11","2","75"
"07-03-25 / 07:18 PM","Field","114","24","4","38"
"07-03-25 / 07:14 PM","Field","114","25","2","36"
"07-03-25 / 07:09 PM","Lower Box","137","11","1","51"
"07-03-25 / 06:40 PM","Lower Box","123","32","2","80"
"07-03-25 / 06:40 PM","Lower Box","127","10","0","90"
"07-03-25 / 06:40 PM","Field","144","23","2","49"
"07-03-25 / 05:14 PM","Lower Box","135","31","2","77"
"07-03-25 / 04:59 PM","Lower Box","134","24","4","75"
"07-03-25 / 03:15 PM","Field","116","5","2","50"
"07-03-25 / 03:08 PM","Lower Outfield","109","31","2","41"
"07-03-25 / 12:23 PM","Lower Outfield","109","23","0","45"
"07-03-25 / 12:21 PM","Field","142","37","2","51"
"07-03-25 / 03:27 AM","Field","116","5","2","64"
"07-03-25 / 03:13 AM","Lower Box","120","31","2","73"
"07-03-25 / 01:02 AM","Field","115","40","5","50"
"07-03-25 / 12:55 AM","Lower Box","127","30","2","72"
"07-03-25 / 12:51 AM","Upper","327","5","0","30"
"07-03-25 / 12:22 AM","Upper","313","3","0","29"
"07-03-25 / 12:22 AM","Upper","325","11","2","30"
"07-03-25 / 12:19 AM","Field","118","40","2","50"
"07-03-25 / 12:16 AM","Field","116","24","2","50"
"07-03-25 / 12:13 AM","Lower Box","138","21","2","79"
"07-03-25 / 12:09 AM","Lower Box","128","35","2","69"
"07-03-25 / 12:00 AM","Field","112","11","4","59"
"07-02-25 / 10:50 PM","Diamond Club","27","3","2","540"
"07-02-25 / 10:28 PM","Upper","323","25","6","35"
"07-02-25 / 10:09 PM","Field","118","39","2","51"
"07-02-25 / 09:40 PM","Upper","315","15","0","26"
"07-02-25 / 09:23 PM","Lower Outfield","106","23","0","46"
"07-02-25 / 08:40 PM","Field","116","23","2","50"
"07-02-25 / 08:25 PM","Upper","321","8","2","37"
"07-02-25 / 08:04 PM","Field","149","39","2","39"
"07-02-25 / 08:01 PM","Field","118","10","2","65"
"07-02-25 / 07:37 PM","Upper","339","8","2","38"
"07-02-25 / 07:11 PM","Left Field Bleachers","181","1","0","28"
"07-02-25 / 07:07 PM","Upper","329","25","4","30"
"07-02-25 / 06:11 PM","Lower Box","123","7","0","150"
"07-02-25 / 05:22 PM","Terrace Club","247","3","4","64"
"07-02-25 / 04:22 PM","Lower Box","132","40","2","68"
"07-02-25 / 02:50 PM","Field","117","39","4","50"
"07-02-25 / 02:50 PM","Lower Box","128","32","3","70"
"07-02-25 / 12:37 PM","Field","144","38","2","54"
"07-02-25 / 12:25 PM","Lower Box","141","40","2","63"
"07-02-25 / 06:53 AM","Center Field Bleachers","192","5","0","30"
"07-02-25 / 02:52 AM","Field","112","39","7","40"
"07-02-25 / 02:41 AM","Field","144","39","2","52"
"07-02-25 / 02:04 AM","Upper","331","1","0","60"
"07-02-25 / 01:24 AM","Upper","333","25","7","26"
"07-02-25 / 01:08 AM","Terrace Club","241","12","0","142"
"07-02-25 / 12:56 AM","Lower Outfield","107","26","2","44"
"07-02-25 / 12:16 AM","Lower Box","132","14","0","90"
"07-02-25 / 12:07 AM","Terrace Club","236","1","0","90"
"07-01-25 / 11:56 PM","Lower Box","122","31","2","73"
"07-01-25 / 11:49 PM","Lower Box","137","25","2","76"
"07-01-25 / 11:18 PM","Lower Box","124","28","6","76"
"07-01-25 / 11:06 PM","All Star","13","1","0","180"
"07-01-25 / 10:44 PM","Field","115","39","2","43"
"07-01-25 / 10:43 PM","Lower Box","127","32","0","77"
"07-01-25 / 10:31 PM","Upper","329","21","0","56"
"07-01-25 / 10:20 PM","Lower Box","122","10","2","137"
"07-01-25 / 10:04 PM","Lower Box","123","11","0","116"
"07-01-25 / 09:55 PM","Upper","315","13","2","28"
"07-01-25 / 09:51 PM","Diamond Club","25","8","0","410"
"07-01-25 / 09:27 PM","Field","147","40","2","43"
"07-01-25 / 08:37 PM","Field","112","11","6","47"
"07-01-25 / 08:37 PM","Field","143","38","2","53"
"07-01-25 / 08:26 PM","Upper","339","13","2","25"
"07-01-25 / 08:03 PM","Lower Box","119","2","2","117"
"07-01-25 / 07:42 PM","Upper","334","10","2","29"
"07-01-25 / 06:12 PM","Upper","342","11","2","24"
"07-01-25 / 05:55 PM","Lower Outfield","109","40","4","43"
"07-01-25 / 02:45 PM","Suite","STE49","","0","118"
"07-01-25 / 02:39 PM","Upper","331","6","4","37"
"07-01-25 / 02:35 PM","Lower Outfield","107","26","2","44"
"07-01-25 / 02:09 PM","Upper","342","13","5","24"
"07-01-25 / 02:06 PM","Left Field Bleachers","185","4","5","30"
"07-01-25 / 01:44 PM","Left Field Bleachers","181","12","6","28"
"07-01-25 / 01:10 PM","Field","115","15","2","47"
"07-01-25 / 01:10 PM","Upper","339","15","5","25"
"07-01-25 / 12:49 PM","Upper","344","1","2","31"
"07-01-25 / 12:46 PM","Lower Box","134","31","0","57"
"07-01-25 / 12:14 PM","Left Field Bleachers","182","5","2","29"
"07-01-25 / 12:12 PM","Field","115","39","2","43"
